Please solve the following SAT Problem encoded in DIMACS format, only return a single solution assignment without explanations, if there is any: 
p cnf 10 85
-5 8 10 0
7 6 -5 0
-3 8 -5 0
1 4 -9 0
-5 -7 8 0
7 9 4 0
-2 4 -3 0
7 4 8 0
5 1 -3 0
-5 8 4 0
-9 6 8 0
4 1 8 0
6 -9 -4 0
1 6 7 0
9 -3 -2 0
4 5 7 0
8 1 10 0
-10 -1 -3 0
10 7 2 0
6 5 10 0
4 8 6 0
3 1 6 0
-6 10 4 0
7 4 -5 0
-3 6 8 0
4 10 3 0
-2 8 -4 0
8 10 5 0
-9 4 1 0
7 9 -3 0
-5 -3 6 0
8 6 1 0
7 10 -6 0
-3 -9 4 0
3 -2 4 0
-2 9 1 0
6 -2 7 0
7 8 10 0
7 8 -5 0
7 -3 4 0
10 3 4 0
2 -3 1 0
6 7 -5 0
10 8 -2 0
-3 4 1 0
8 -3 6 0
5 7 10 0
-9 -1 7 0
8 -5 -9 0
-9 -3 6 0
10 1 4 0
6 10 5 0
-4 10 8 0
-6 -2 -5 0
-9 -3 1 0
-10 1 -9 0
-9 6 7 0
-9 4 8 0
7 -3 -2 0
8 7 -1 0
7 4 -2 0
7 5 -9 0
-2 5 6 0
4 6 3 0
-6 4 -8 0
10 9 1 0
8 -3 1 0
4 1 -5 0
4 -3 5 0
6 1 -5 0
-9 4 -10 0
-2 6 8 0
-5 -10 -3 0
-5 8 6 0
1 -9 6 0
4 6 -2 0
-3 -2 6 0
1 -5 -3 0
1 8 -9 0
-8 4 -3 0
8 -1 7 0
8 -7 -3 0
8 -9 -3 0
4 1 8 0
-3 -2 6 0

