Please solve the following SAT Problem encoded in DIMACS format, only return a single solution assignment without explanations, if there is any: 
p cnf 10 80
-4 -8 -1 0
-9 -1 -5 0
-10 -5 -6 0
-2 -7 -9 0
8 -9 -7 0
-3 -7 -1 0
6 -10 2 0
-8 -7 -9 0
8 -3 -7 0
-9 -8 -4 0
-4 -5 8 0
-3 -10 -1 0
-10 2 -5 0
2 -1 -7 0
-6 2 10 0
-10 -1 -7 0
-1 -8 -5 0
-9 -6 -3 0
-8 10 -5 0
1 -8 -10 0
-1 7 -6 0
-7 -4 -6 0
3 -9 -6 0
-4 -1 -2 0
-6 9 -4 0
-4 2 5 0
-1 -4 -10 0
-9 2 -7 0
-1 2 -6 0
2 -7 -4 0
-6 -4 -5 0
-9 -7 -8 0
4 -7 9 0
2 -5 -3 0
8 -4 -7 0
-1 9 -6 0
-9 -4 -5 0
-5 -3 -10 0
8 -6 -7 0
-1 -5 -6 0
6 -1 -4 0
-3 -10 -4 0
-3 -8 -10 0
-4 -1 2 0
-7 -4 -6 0
-4 -3 -7 0
-7 -4 -9 0
-5 -8 -4 0
10 -8 -5 0
-8 4 -10 0
-7 -10 -5 0
-3 -5 -1 0
-5 3 2 0
-10 -6 -3 0
-5 -10 -1 0
-8 -9 2 0
10 3 -5 0
-4 -7 3 0
-6 -10 -4 0
3 -1 -7 0
-9 2 -8 0
-9 1 3 0
-9 -7 5 0
2 -1 -7 0
10 2 -4 0
-8 -10 -9 0
-10 -8 1 0
1 -8 -7 0
-10 -6 -9 0
8 -7 -3 0
-5 -6 -9 0
-10 -8 -7 0
-7 -5 -3 0
2 -6 -10 0
-4 -1 -6 0
-5 -7 -6 0
-7 -6 -9 0
9 2 -3 0
-1 2 8 0
-7 -5 3 0

