Please solve the following SAT Problem encoded in DIMACS format, only return a single solution assignment without explanations, if there is any: 
p cnf 10 95
-10 -1 -8 0
4 10 7 0
-10 7 2 0
5 9 7 0
2 6 -8 0
5 1 3 0
7 4 1 0
-8 2 9 0
1 -8 9 0
-9 4 10 0
3 9 1 0
10 -2 1 0
-8 2 5 0
10 1 6 0
1 5 -7 0
-6 2 1 0
5 4 9 0
5 -2 4 0
8 7 3 0
6 5 4 0
7 3 5 0
8 6 1 0
5 7 10 0
5 4 2 0
5 2 10 0
6 -8 1 0
-10 7 -8 0
5 2 -3 0
-7 5 10 0
10 -8 9 0
6 5 4 0
2 10 6 0
1 -4 6 0
3 4 -9 0
8 3 1 0
6 2 4 0
-8 9 7 0
9 2 10 0
2 1 -6 0
9 4 7 0
8 3 2 0
-8 1 7 0
3 4 5 0
6 9 2 0
-8 3 7 0
-8 -1 2 0
8 7 9 0
5 4 8 0
-5 2 7 0
2 5 10 0
9 -10 -4 0
9 6 3 0
-8 9 2 0
-4 10 5 0
2 6 -8 0
3 5 -1 0
2 -8 7 0
7 6 5 0
5 3 2 0
1 3 10 0
1 10 2 0
-1 7 8 0
5 9 1 0
-4 -8 3 0
3 10 -9 0
9 -3 10 0
1 5 -6 0
4 2 -3 0
2 7 3 0
6 1 10 0
2 3 -9 0
3 9 5 0
4 3 -1 0
10 5 3 0
5 10 3 0
1 -3 6 0
3 4 -8 0
5 10 4 0
-4 6 -5 0
3 9 -7 0
2 6 4 0
-8 7 3 0
-7 3 1 0
2 7 3 0
7 9 5 0
1 -9 7 0
6 1 10 0
9 5 3 0
2 -9 -8 0
7 4 10 0
2 6 1 0
9 -8 6 0
10 4 5 0
5 3 6 0
-8 6 7 0

